listing_id,availability_rate,available_days,unavailable_days,total_days,min_nights,max_nights,changes
23801196,0.821917808219178,300,65,365,1.0,16.0,36
23818554,0.821917808219178,300,65,365,3.0,1125.0,22
23878460,0.2273972602739726,83,282,365,2.0,6.0,3
24006240,0.0821917808219178,30,335,365,4.397260273972603,1125.0,3
24018580,0.3698630136986301,135,230,365,1.9972602739726026,1125.0,21
24055957,0.6767123287671233,247,118,365,4.627397260273972,1125.0,3
24147471,0.07671232876712329,28,337,365,2.0,1125.0,4
24212234,0.13424657534246576,49,316,365,2.0,1125.0,15
24216471,0.7698630136986301,281,84,365,1.3232876712328767,1125.0,34
24217586,0.684931506849315,250,115,365,1.3232876712328767,1125.0,14
24218509,0.9095890410958904,332,33,365,1.3232876712328767,1125.0,12
24218715,0.9561643835616438,349,16,365,1.3232876712328767,1125.0,8
24219492,0.9452054794520548,345,20,365,1.3232876712328767,1125.0,12
24235090,0.0,0,365,365,5.0,1125.0,1
24241947,0.33972602739726027,124,241,365,2.241095890410959,1125.0,27
24242456,0.0273972602739726,10,355,365,3.0,730.0,3
24317219,0.1643835616438356,60,305,365,4.0,1125.0,2
24333995,0.0,0,365,365,1.2876712328767124,1125.0,1
24374131,0.473972602739726,173,192,365,2.0,1125.0,3
24456335,0.39452054794520547,144,221,365,1.0,31.0,7
24511799,0.473972602739726,173,192,365,3.0,1125.0,3
24552065,0.9260273972602739,338,27,365,1.2876712328767124,365.0,20
24562587,0.8027397260273973,293,72,365,1.0,1125.0,76
24711575,0.7643835616438356,279,86,365,7.0,30.0,4
24713264,0.010958904109589041,4,361,365,3.0,30.0,3
24722526,0.4301369863013699,157,208,365,2.0,31.0,7
24777669,0.0,0,365,365,2.0,1125.0,1
24890865,0.0,0,365,365,6.0,60.0,1
24892608,0.3589041095890411,131,234,365,2.0,1125.0,23
25100991,0.2,73,292,365,3.0,7.0,7
25103488,0.536986301369863,196,169,365,7.0,730.0,5
25290797,0.8328767123287671,304,61,365,2.0,1125.0,28
25384144,0.9287671232876712,339,26,365,1.0,1125.0,20
25416185,0.2273972602739726,83,282,365,61.0,65.0,3
25527787,0.005479452054794521,2,363,365,1.2876712328767124,14.0,5
25616612,0.2,73,292,365,1.0,60.0,15
25623108,0.2219178082191781,81,284,365,2.0,1125.0,9
25655924,0.0,0,365,365,1.2876712328767124,2.0,1
25908808,0.15342465753424658,56,309,365,1.3013698630136987,1125.0,25
25967696,0.821917808219178,300,65,365,4.824657534246575,1125.0,23
